infraclass,cohort,order,suborder,superfamily,family,subfamily,tribe,genus,species,iBite,ID,specimen,amplification,head.w,head.h,head.l,th.w,body.l,wing.l,latitude,longitude,country
Neoptera,Endopterygota,Hymenoptera,Apocrita,Evanioidea,Gasteruptiidae,Hyptiogastrinae,-,Pseudofoenus,sp_AUS1,2127,Pseudofoenus_sp_AUS1,1405,20.0,2.47,2.29,1.68,2.04,11.72,8.1,-28.843437,151.918728,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Augochlorini,Megalopta,sp_PAN1,1455,Megalopta_sp_PAN1,1500,2.0,4.03,4.52,1.9,3.37,13.73,11.41,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Sphecodini,Sphecodes,albilabris,1669,Sphecodes_albilabris,1727,2.0,3.64,2.91,1.74,3.56,11.82,10.27,50.8374661225748,7.16269928301799,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Sphecodini,Sphecodes,albilabris,1670,Sphecodes_albilabris,1727,2.0,3.64,2.91,1.74,3.56,11.82,10.27,50.8374661225748,7.16269928301799,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Sphecodini,Sphecodes,albilabris,1671,Sphecodes_albilabris,1728,20.0,3.88,2.94,2.11,3.78,12.62,10.6,50.8374661225748,7.16269928301799,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Sphecodini,Sphecodes,sp_GER1,1672,Sphecodes_sp_GER1,1729,20.0,2.47,2.09,1.29,2.42,8.32,6.41,50.8374661225748,7.16269928301799,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,-,Lipotriches,sp_AUS_1,1211,Lipotriches_sp_AUS_1,1284,2.0,2.51,2.04,1.19,1.97,7.52,5.92,-17.267955,145.49183,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,-,Lipotriches,sp_AUS_1,1212,Lipotriches_sp_AUS_1,1285,2.0,2.33,2.11,1.28,2.1,6.59,5.4,-17.267955,145.49183,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,-,Reepenia,bituberculata,1133,Reepenia_bituberculata,1206,2.0,3.06,2.61,1.62,3.57,10.26,9.86,-16.101894,145.452239,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,-,Reepenia,bituberculata,1134,Reepenia_bituberculata,1207,2.0,3.21,3.4,2.1,3.71,10.64,8.56,-16.101894,145.452239,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,-,Reepenia,bituberculata,2333,Reepenia_bituberculata,1207,2.0,3.21,3.4,2.1,3.71,10.64,8.56,-16.101894,145.452239,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,-,Reepenia,sp_AUS1,1164,Reepenia_sp_AUS1,1237,2.0,3.32,2.97,1.83,3.58,12.45,8.99,-16.192119,145.414786,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,-,Reepenia,sp_AUS1,1165,Reepenia_sp_AUS1,1238,2.0,3.26,3.16,1.93,3.74,11.79,8.45,-16.192119,145.414786,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,-,-,Ichneumonidae,sp_AUS2,652,Ichneumonidae_sp_AUS2,0694,20.0,1.83,1.48,1.1,1.47,9.17,7.27,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Ichneumoninae,Ichneumonini,Gavrana,sp_AUS1,1239,Gavrana_sp_AUS1,1312,2.0,1.97,1.58,1.03,1.71,9.45,7.35,-21.16991,148.499973,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Ichneumoninae,x,Ichneumoninae,sp_GER1,647,Ichneumoninae_sp_GER1,0687,20.0,2.11,2.14,1.37,2.25,11.04,8.07,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Ichneumoninae,x,Ichneumoninae,sp_GER2,810,Ichneumoninae_sp_GER2,0833,20.0,2.04,1.52,1.28,2.33,9.14,7.26,50.8393908437,7.15186536702612,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Metopiinae,-,Metopius,sp_AUS1,1041,Metopius_sp_AUS1,1114,2.0,2.29,1.91,1.29,2.62,14.96,9.97,-16.103841,145.450869,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Metopiinae,-,Metopius,sp_AUS1,1068,Metopius_sp_AUS1,1141,2.0,2.29,2.31,1.19,2.58,14.97,9.65,-16.103841,145.450869,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Tryphoninae,Phytodietini,Netelia,sp_AUS1,1341,Netelia_sp_AUS1,1414,2.0,2.41,2.16,1.38,2.46,18.7,15.03,-28.735613,153.547826,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Tryphoninae,Phytodietini,Netelia,sp_AUS1,2137,Netelia_sp_AUS1,1433,20.0,1.87,1.87,1.1,1.52,15.11,10.25,-28.735613,153.547826,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Tryphoninae,Tryphonini,Tryphon,sp_GER1,651,Tryphon_sp_GER1,0693,20.0,1.92,1.49,1.2,1.7,9.65,6.97,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,x,x,Ichneumonidae,sp_AUS1,1378,Ichneumonidae_sp_AUS1,1451,20.0,1.67,1.48,1.0,1.66,8.24,5.02,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Anthidiini,Anthidiellum,strigatum,854,Anthidiellum_strigatum,0876,2.0,4.88,4.44,2.19,5.32,13.13,10.96,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Anthidiini,Anthidiellum,strigatum,857,Anthidiellum_strigatum,0879,2.0,4.88,4.77,2.77,5.17,14.44,11.54,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Anthidiini,Anthidiellum,strigatum,2395,Anthidiellum_strigatum,0879,2.0,4.88,4.77,2.77,5.17,14.44,11.54,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Anthidiini,Anthidium,manicatum,852,Anthidium_manicatum,0874,2.0,5.23,5.56,2.66,6.75,19.25,13.69,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Anthidiini,Anthidium,manicatum,855,Anthidium_manicatum,0877,2.0,5.62,6.09,2.86,6.9,21.91,14.34,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,monstrosa,1323,Megachile_monstrosa,1396,2.0,4.02,4.11,2.5,4.27,12.93,8.68,-28.843437,151.918728,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,monstrosa,1326,Megachile_monstrosa,1399,2.0,3.85,3.86,2.24,3.81,12.55,9.11,-28.843437,151.918728,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,monstrosa,2123,Megachile_monstrosa,1399,2.0,3.85,3.86,2.24,3.81,12.55,9.11,-28.843437,151.918728,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,sp_AUS1,1191,Megachile_sp_AUS1,1264,2.0,2.72,2.45,1.77,2.7,7.06,5.03,-15.655273,144.5438,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,sp_AUS2,1339,Megachile_sp_AUS2,1412,2.0,4.72,4.4,3.26,5.08,15.57,9.65,-28.735613,153.547826,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,sp_AUS3,1257,Megachile_sp_AUS3,1330,2.0,3.42,2.91,1.6,3.37,9.67,5.64,-21.132135,148.49145,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Pompiloidea,Mutillidae,Mutillinae,Mutillini,Mutilla,sp_GRE1,873,Mutilla_sp_GRE1,0895,2.0,2.54,2.3,1.48,2.8,11.46,0.0,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Pompiloidea,Pompilidae,Pepsinae,Pepsini,Cryptocheilus,chrysophorus,1123,Cryptocheilus_chrysophorus,1196,2.0,5.09,4.75,2.38,4.76,23.34,18.71,-16.103841,145.450869,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Pompiloidea,Pompilidae,Pepsinae,Pepsini,Cryptocheilus,octomaculatus,1163,Cryptocheilus_octomaculatus,1236,2.0,6.48,6.64,2.89,5.77,32.15,28.21,-16.235658,145.46844,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Pompiloidea,Pompilidae,Pepsinae,Pepsini,Entypus,sp_PAN1,1590,Entypus_sp_PAN1,1602,2.0,3.5,4.11,2.2,2.92,22.23,19.29,9.12446615378659,-79.8589588478031,Panama
Neoptera,Endopterygota,Hymenoptera,Apocrita,Pompiloidea,Pompilidae,Pepsinae,Pepsini,Entypus,sp_PAN1,1591,Entypus_sp_PAN1,1602,20.0,3.5,4.11,2.2,2.92,22.23,19.29,9.12446615378659,-79.8589588478031,Panama
Neoptera,Endopterygota,Hymenoptera,Apocrita,Pompiloidea,Pompilidae,Pompilinae,Pompilini,Anoplius,sp_PAN1,1585,Anoplius_sp_PAN1,1598,2.0,1.95,2.04,1.12,1.68,11.08,8.89,9.12446615378659,-79.8589588478031,Panama
Neoptera,Endopterygota,Hymenoptera,Apocrita,Pompiloidea,Pompilidae,Pompilinae,Pompilini,Anoplius,viaticus,1668,Anoplius_viaticus,1726,2.0,2.68,2.6,1.5,2.34,12.46,9.45,50.8309941224175,7.17938151714299,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Colpa,sexmaculata,862,Colpa_sexmaculata,0884,2.0,4.29,4.48,2.2,5.2,21.01,15.96,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Colpa,sexmaculata,2327,Colpa_sexmaculata,0884,2.0,4.29,4.48,2.2,5.2,21.01,15.96,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Megascolia,maculata,825,Megascolia_maculata,0847,2.0,7.22,7.66,4.44,8.08,33.29,23.2,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Megascolia,maculata,826,Megascolia_maculata,0848,2.0,7.7,7.69,4.86,7.97,34.8,24.91,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Megascolia,maculata,2321,Megascolia_maculata,0847,2.0,7.22,7.66,4.44,8.08,33.29,23.2,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Megascolia,maculata,2322,Megascolia_maculata,0848,2.0,7.7,7.69,4.86,7.97,34.8,24.91,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Megascolia,maculata,2323,Megascolia_maculata,0848,2.0,7.7,7.69,4.86,7.97,34.8,24.91,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Megascolia,maculata,2324,Megascolia_maculata,0848,2.0,7.7,7.69,4.86,7.97,34.8,24.91,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Megascolia,maculata,2391,Megascolia_maculata,0848,2.0,7.7,7.69,4.86,7.97,34.8,24.91,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Megascolia,maculata,2392,Megascolia_maculata,0848,2.0,7.7,7.69,4.86,7.97,34.8,24.91,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,fuciformis,865,Scolia_fuciformis,0887,2.0,3.75,3.53,1.89,4.89,19.68,15.22,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,fuciformis,866,Scolia_fuciformis,0888,2.0,2.98,3.32,2.0,3.85,14.55,11.99,35.18177489,24.98157503,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,fuciformis,867,Scolia_fuciformis,0889,2.0,3.18,3.28,1.8,4.11,17.49,13.51,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,galbula,881,Scolia_galbula,0903,2.0,4.86,4.87,2.82,5.87,23.59,18.23,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,hirta,856,Scolia_hirta,0878,2.0,2.79,2.76,1.76,3.57,16.59,11.98,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,hirta,2610,Scolia_hirta,2344,2.0,4.19,2.88,1.98,3.18,21.43,12.93,42.0712955480561,9.02261013506413,France:Corsica
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,hirta,2614,Scolia_hirta,2348,2.0,3.04,2.91,1.54,3.66,17.17,12.75,42.0712955480561,9.02261013506413,France:Corsica
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,sp_AUS1,1330,Scolia_sp_AUS1,1403,20.0,2.6,2.72,1.81,3.52,12.84,11.54,-28.653731,151.94665,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,Scoliinae,-,Scolia,sp_AUS1,2126,Scolia_sp_AUS1,1403,20.0,2.6,2.72,1.81,3.52,12.84,11.54,-28.653731,151.94665,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,x,x,Scoliidae,sp_AUS1,1325,Scoliidae_sp_AUS1,1398,20.0,3.56,3.31,1.68,5.09,19.02,16.65,-28.843437,151.918728,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,x,x,Scoliidae,sp_AUS1,2122,Scoliidae_sp_AUS1,1398,20.0,3.56,3.31,1.68,5.09,19.02,16.65,-28.843437,151.918728,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Scolioidea,Scoliidae,x,x,Scoliidae,sp_AUS3,1328,Scoliidae_sp_AUS3,1401,2.0,5.78,4.78,3.42,5.72,25.02,20.67,-28.653731,151.94665,Australia
Neoptera,Endopterygota,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,-,Urocerus,gigas,954,Urocerus_gigas,0957,2.0,4.78,3.14,2.85,6.7,28.22,23.46,46.388278,14.510972,Slovenia
Neoptera,Endopterygota,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,-,Urocerus,gigas,2440,Urocerus_gigas,0957,2.0,4.78,3.14,2.85,6.7,28.22,23.46,46.388278,14.510972,Slovenia
Neoptera,Endopterygota,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,-,Urocerus,gigas,2441,Urocerus_gigas,0957,2.0,4.78,3.14,2.85,6.7,28.22,23.46,46.388278,14.510972,Slovenia
Neoptera,Endopterygota,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,-,Urocerus,gigas,2442,Urocerus_gigas,0957,2.0,4.78,3.14,2.85,6.7,28.22,23.46,46.388278,14.510972,Slovenia
Neoptera,Endopterygota,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,-,Urocerus,gigas,2443,Urocerus_gigas,0957,2.0,4.78,3.14,2.85,6.7,28.22,23.46,46.388278,14.510972,Slovenia
Neoptera,Endopterygota,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,-,Urocerus,gigas,2444,Urocerus_gigas,0957,2.0,4.78,3.14,2.85,6.7,28.22,23.46,46.388278,14.510972,Slovenia
Neoptera,Endopterygota,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,-,Urocerus,gigas,2445,Urocerus_gigas,0957,2.0,4.78,3.14,2.85,6.7,28.22,23.46,46.388278,14.510972,Slovenia
Neoptera,Endopterygota,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,-,Urocerus,gigas,2446,Urocerus_gigas,0957,2.0,4.78,3.14,2.85,6.7,28.22,23.46,46.388278,14.510972,Slovenia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,-,Sceliphron,laetum,1116,Sceliphron_laetum,1189,2.0,4.05,3.45,2.02,3.71,23.34,14.84,-16.103841,145.450869,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,-,Sceliphron,laetum,2399,Sceliphron_laetum,1189,2.0,4.05,3.45,2.02,3.71,23.34,14.84,-16.103841,145.450869,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,Podium,sp_GRE1,882,Podium_sp_GRE1,0904,2.0,3.63,4.17,2.23,3.38,19.43,12.06,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,Sceliphron,caementarium,2615,Sceliphron_caementarium,2349,2.0,3.98,3.64,1.93,3.6,17.61,13.43,42.0712955480561,9.02261013506413,France:Corsica
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,Sceliphron,curvatum,773,Sceliphron_curvatum,0775,20.0,3.83,3.08,1.45,3.67,16.69,11.09,50.2100495477137,7.2805953869179,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,Sceliphron,curvatum,2308,Sceliphron_curvatum,0775,20.0,3.83,3.08,1.45,3.67,16.69,11.09,50.2100495477137,7.2805953869179,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,Sceliphron,destillatorium,861,Sceliphron_destillatorium,0883,2.0,3.99,3.52,1.74,3.33,20.55,13.0,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,Sceliphron,sp_AUS2,1122,Sceliphron_sp_AUS2,1195,2.0,4.9,4.32,2.31,4.57,27.73,16.43,-16.104282,145.449547,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,Sphecini,Sphex,funerarius,872,Sphex_funerarius,0894,2.0,5.0,5.19,3.2,5.37,22.75,15.83,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,Macrophyini,Macrophya,duodecimpunctata,701,Macrophya_duodecimpunctata,0735,2.0,2.5,1.77,1.64,2.87,12.55,9.98,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,Macrophyini,Macrophya,duodecimpunctata,702,Macrophya_duodecimpunctata,0735,2.0,2.5,1.77,1.64,2.87,12.55,9.98,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,Macrophyini,Macrophya,duodecimpunctata,2297,Macrophya_duodecimpunctata,0735,2.0,2.5,1.77,1.64,2.87,12.55,9.98,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,Macrophyini,Macrophya,duodecimpunctata,2298,Macrophya_duodecimpunctata,0735,2.0,2.5,1.77,1.64,2.87,12.55,9.98,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,Macrophyini,Macrophya,duodecimpunctata,2299,Macrophya_duodecimpunctata,0735,2.0,2.5,1.77,1.64,2.87,12.55,9.98,49.6533321864129,7.10028713063973,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Selandriinae,Dolerini,Dolerus,sp_GER1,523,Dolerus_sp_GER1,0582,2.0,2.19,1.79,1.1,2.69,8.72,8.65,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Tenthredininae,Tenthredinini,Tenthredo,mesomela,2584,Tenthredo_mesomela,2317,2.0,3.1,2.77,1.69,2.77,12.47,11.24,50.7777399115595,7.11236107973474,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Tenthredinini,Tenthredinini,Tenthredo,koehleri,524,Tenthredo_koehleri,0584,2.0,2.53,1.91,1.22,2.89,9.67,9.46,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Tenthredinini,Tenthredinini,Tenthredo,koehleri,525,Tenthredo_koehleri,0584,2.0,2.53,1.91,1.22,2.89,9.67,9.46,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Tenthredinini,Tenthredinini,Tenthredo,koehleri,2224,Tenthredo_koehleri,0584,2.0,2.53,1.91,1.22,2.89,9.67,9.46,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Tenthredinini,Tenthredinini,Tenthredo,koehleri,2225,Tenthredo_koehleri,0584,2.0,2.53,1.91,1.22,2.89,9.67,9.46,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Tenthredinini,Tenthredinini,Tenthredo,koehleri,2226,Tenthredo_koehleri,0584,2.0,2.53,1.91,1.22,2.89,9.67,9.46,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Apoidea,Thynnidae,-,-,Thynnidae,sp_AUS2,1319,Thynnidae_sp_AUS2,1392,2.0,2.34,2.64,1.54,1.76,10.73,8.43,-28.653731,151.94665,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Thynnoidea,Thynnidae,Thynninae,x,Thynninae,sp_AUS1,1335,Thynninae_sp_AUS1,1408,20.0,2.01,2.16,0.9,2.21,11.05,7.33,-28.653731,151.94665,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Thynnoidea,Thynnidae,x,x,Thynnidae,sp_AUS1,1318,Thynnidae_sp_AUS1,1391,2.0,3.63,3.76,1.86,3.5,15.98,12.3,-28.653731,151.94665,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Thynnoidea,Thynnidae,x,x,Thynnidae,sp_AUS1,2118,Thynnidae_sp_AUS1,1391,2.0,3.63,3.76,1.86,3.5,15.98,12.3,-28.653731,151.94665,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Tiphioidea,Tiphiidae,Tiphiinae,x,Tiphiinae,sp_GER1,788,Tiphiinae_sp_GER1,0812,20.0,1.74,0.82,0.57,1.63,7.54,5.3,50.9823901283326,7.05853570195716,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Tiphioidea,Tiphiidae,Tiphiinae,x,Tiphiinae,sp_GER1,2312,Tiphiinae_sp_GER1,0812,20.0,1.74,0.82,0.57,1.63,7.54,5.3,50.9823901283326,7.05853570195716,Germany
Neoptera,Endopterygota,Hymenoptera,Apocrita,Tiphioidea,Tiphiidae,x,x,Tiphiidae,sp_AUS1,1052,Tiphiidae_sp_AUS1,1125,20.0,3.6,2.72,1.83,3.7,15.67,14.48,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Tiphioidea,Tiphiidae,x,x,Tiphiidae,sp_AUS2,1130,Tiphiidae_sp_AUS2,1203,20.0,3.21,2.69,1.73,3.31,15.75,12.54,-16.103785,145.450248,Australia
Neoptera,Endopterygota,Hymenoptera,Apocrita,Vespoidea,Vespidae,-,-,Odynerus,oculatus,853,Odynerus_oculatus,0875,2.0,3.85,3.89,2.15,4.63,17.22,13.2,35.181774891294,24.9815750290872,Greece:Crete
Neoptera,Endopterygota,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Epiponini,Agelaia,sp_PAN1,1470,Agelaia_sp_PAN1,1510,20.0,2.57,2.64,1.92,2.3,12.13,12.38,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Epiponini,Agelaia,sp_PAN1,1471,Agelaia_sp_PAN1,1510,20.0,2.57,2.64,1.92,2.3,12.13,12.38,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Epiponini,Apoica,pallens,1390,Apoica_pallens,1463,20.0,3.77,3.8,2.13,3.7,20.28,16.58,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Epiponini,Apoica,pallens,1391,Apoica_pallens,1463,20.0,3.77,3.8,2.13,3.7,20.28,16.58,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Epiponini,Apoica,pallens,1427,Apoica_pallens,1485,20.0,3.71,4.1,1.85,3.46,22.34,17.21,9.15588062636396,-79.8488367662606,Panama
